step,type,amount,nameOrig,nameDest,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
815,CASH_IN,8635.95,C2154126,C1326765,271734.66,263098.71,199745.64,208381.59,0,0
816,TRANSFER,56.2,C2173965,C5491946,182909.32,182853.12,44661.33,44717.53,0,0
817,CASH_OUT,1870.76,C5382463,C3770370,66940.63,65069.87,100224.63,102095.39,0,0
818,PAYMENT,6498.08,C4194548,M736130,5295.84,0.0,47776.16,54274.24,0,0
819,CASH_IN,1292.8,C3194789,C2813543,82921.78,81628.98,102827.34,104120.14,0,0
820,TRANSFER,9236.89,C7073292,C9874152,474355.92,465119.03,131882.66,141119.55,0,0
821,CASH_IN,389.72,C3995870,C2935113,241751.71,241361.99,71759.11,72148.83,0,0
822,PAYMENT,18374.05,C2344047,M797229,31430.58,13056.53,73887.04,92261.09,0,0
823,PAYMENT,108857.64,C8852574,M786508,453863.05,345005.41,72250.27,181107.91,0,0
824,TRANSFER,530.77,C8096887,C8090293,19952.35,19421.58,129704.95,130235.72,0,0
825,PAYMENT,449.89,C5456272,M636004,414823.58,414373.69,166974.45,167424.34,0,0
826,PAYMENT,20065.74,C9487336,M563246,86924.91,66859.17,130735.06,150800.8,0,0
827,TRANSFER,25826.19,C5186414,C3094235,258331.45,232505.26,75265.76,101091.95,0,0
828,CASH_IN,385.4,C6271130,C4078418,176449.0,176063.6,173543.88,173929.28,0,0
829,TRANSFER,473.25,C3641282,C8106422,3298.84,2825.59,176406.85,176880.1,0,0
830,TRANSFER,624.18,C1054447,C3094235,257270.64,256646.46,56161.9,56786.08,0,0
831,PAYMENT,74.52,C4567281,M674553,301010.14,300935.62,163391.02,163465.54,0,0
832,CASH_OUT,174.63,C8434500,C2191066,360127.83,359953.2,96303.33,96477.96,0,0
833,TRANSFER,147.19,C5218028,C4415796,80623.13,80475.94,166673.0,166820.19,0,0
834,PAYMENT,236.14,C3678638,M831076,286743.26,286507.12,32225.83,32461.97,0,0
835,CASH_OUT,1023.14,C5667265,C3253031,73432.55,72409.41,33268.27,34291.41,0,0
836,CASH_IN,1751.85,C6271130,C4078418,299678.76,297926.91,112720.94,114472.79,0,0
837,PAYMENT,24367.39,C6891254,M790855,330872.53,306505.14,56690.93,81058.32,0,0
838,PAYMENT,148.9,C5449368,M808446,496387.91,496239.01,173460.48,173609.38,0,0
839,PAYMENT,7852.95,C5191056,M808446,71356.07,63503.12,116529.23,124382.18,0,0
840,CASH_OUT,714.81,C1162230,C7817881,255402.45,254687.64,33544.34,34259.15,0,0
841,CASH_OUT,993.34,C8096887,C9196204,295298.0,294304.66,45962.76,46956.1,0,0
842,TRANSFER,4228.65,C7120868,C8078673,101174.27,96945.62,171918.34,176146.99,0,0
843,TRANSFER,116.11,C1848731,C5491946,302755.51,302639.4,35484.44,35600.55,0,0
844,CASH_IN,2356.23,C1852264,C8536477,438876.32,436520.09,106285.99,108642.22,0,0
845,CASH_OUT,1529.82,C4823498,C3641282,329696.31,328166.49,180396.95,181926.77,0,0
846,TRANSFER,2936.29,C2867825,C2173965,339279.68,336343.39,86299.37,89235.66,0,0
847,TRANSFER,1955.38,C3678638,C6866294,264908.26,262952.88,45897.25,47852.63,0,0
848,DEBIT,148836.0,C4305700,C2651177,175258.91,26422.91,160924.21,309760.21,0,0
849,CASH_IN,306.29,C8722606,C5437001,48858.45,48552.16,26776.62,27082.91,0,0
850,TRANSFER,379.18,C9398441,C5918715,141633.33,141254.15,175353.26,175732.44,0,0
851,TRANSFER,315.36,C2525206,C5614226,354574.42,354259.06,157884.5,158199.86,0,0
852,CASH_OUT,361.06,C5479144,C5456272,3597.03,3235.97,130909.22,131270.28,0,0
853,CASH_OUT,306.5,C5159166,C8761611,181134.89,180828.39,30955.72,31262.22,0,0
854,CASH_OUT,11825.73,C9897858,C1326765,427488.46,415662.73,84712.31,96538.04,0,0
855,TRANSFER,18788.65,C2437026,C5476257,198727.07,179938.42,40738.73,59527.38,0,0
856,TRANSFER,350.2,C5781295,C1954280,89359.8,89009.6,111818.77,112168.97,0,0
857,TRANSFER,207.53,C8350099,C2936571,172178.15,171970.62,141098.92,141306.45,0,0
858,CASH_OUT,2815.32,C7817881,C5479144,373907.1,371091.78,89318.98,92134.3,0,0
859,CASH_OUT,363.42,C7637601,C2694522,107229.07,106865.65,80112.18,80475.6,0,0
860,PAYMENT,3888.83,C6855396,M324082,348528.7,344639.87,141357.99,145246.82,0,0
861,PAYMENT,1645.58,C3484601,M854717,402184.68,400539.1,164651.09,166296.67,0,0
862,TRANSFER,52.91,C1852264,C4586084,44070.34,44017.43,52618.4,52671.31,0,0
863,TRANSFER,24221.85,C1739653,C8536477,362247.36,338025.51,186137.0,210358.85,0,0
864,TRANSFER,39805.3,C2724590,C5456272,143234.62,103429.32,192705.96,232511.26,0,0
865,PAYMENT,321.96,C2173965,M749342,87635.56,87313.6,98873.68,99195.64,0,0
866,PAYMENT,505.02,C6933742,M425498,401954.95,401449.93,57201.3,57706.32,0,0
867,PAYMENT,1942.5,C5213115,M736130,257906.82,255964.32,46334.19,48276.69,0,0
868,PAYMENT,2140.75,C4698379,M674553,119628.31,117487.56,57.45,2198.2,0,0
869,PAYMENT,4093.23,C2437026,M640490,199716.84,195623.61,133932.41,138025.64,0,0
870,TRANSFER,61108.67,C2065818,C5004485,7683.26,0.0,140724.38,201833.05,0,0
871,CASH_IN,769.78,C6855396,C3109911,363069.35,362299.57,111822.77,112592.55,0,0
872,CASH_OUT,222.16,C4993055,C2437026,113147.76,112925.6,192611.43,192833.59,0,0
873,TRANSFER,69.5,C8077999,C5437001,2325.73,2256.23,35006.96,35076.46,0,0
874,TRANSFER,254.2,C3646552,C8707870,251584.58,251330.38,67993.18,68247.38,0,0
875,PAYMENT,1026.33,C5374922,M810219,438056.52,437030.19,162629.47,163655.8,0,0
876,CASH_OUT,39700.37,C4348276,C7358113,483027.73,443327.36,112633.72,152334.09,0,0
877,CASH_OUT,389.47,C4188992,C1527021,480619.36,480229.89,91769.69,92159.16,0,0
878,TRANSFER,1715.7,C4533779,C9478454,240985.08,239269.38,51563.95,53279.65,0,0
879,TRANSFER,1061.2,C2871534,C7907400,350588.05,349526.85,160032.28,161093.48,0,0
880,TRANSFER,11811.0,C4594297,C6271130,267825.95,256014.95,140163.71,151974.71,0,0
881,PAYMENT,171761.96,C8973915,M528231,199465.32,27703.36,149757.63,321519.59,0,0
882,PAYMENT,379.28,C5098412,M425498,89242.87,88863.59,62774.56,63153.84,0,0
883,PAYMENT,412.04,C3253031,M884475,91392.23,90980.19,149231.25,149643.29,0,0
884,CASH_IN,8851.32,C1790481,C3011363,368556.12,359704.8,46972.27,55823.59,0,0
885,PAYMENT,4288.89,C7089806,M540869,114603.77,110314.88,166988.1,171276.99,0,0
886,DEBIT,44064.72,C8930103,C6279418,389469.24,345404.52,23975.7,68040.42,0,0
887,PAYMENT,3525.78,C4971793,M708158,306913.49,303387.71,152848.84,156374.62,0,0
888,TRANSFER,534.54,C1109031,C3641282,185598.27,185063.73,63083.38,63617.92,0,0
889,CASH_IN,3573.53,C5437001,C2321324,245402.68,241829.15,196878.94,200452.47,0,0
890,CASH_IN,10070.92,C2161193,C9997381,111046.39,100975.47,115333.04,125403.96,0,0
891,PAYMENT,5658.78,C2564689,M923927,469827.21,464168.43,6512.53,12171.31,0,0
892,PAYMENT,3024.64,C7417985,M640490,87400.18,84375.54,195301.44,198326.08,0,0
893,CASH_OUT,9258.98,C4185957,C5159166,344605.27,335346.29,2364.0,11622.98,0,0
894,PAYMENT,11368.38,C3607983,M442027,162718.1,151349.72,122555.62,133924.0,0,0
895,PAYMENT,17401.61,C3222252,M810219,118569.58,101167.97,94269.07,111670.68,0,0
896,CASH_OUT,4013.5,C2582524,C9548432,249385.01,245371.51,42106.5,46120.0,0,0
897,CASH_OUT,785.06,C6944126,C4194548,427163.04,426377.98,55925.91,56710.97,0,0
898,PAYMENT,1470.6,C7366205,M563246,343005.96,341535.36,162838.13,164308.73,0,0
899,CASH_OUT,12246.78,C3997281,C7199635,216109.38,203862.6,76176.68,88423.46,0,0
900,PAYMENT,214.03,C1641849,M410016,236493.51,236279.48,1948.46,2162.49,0,0
901,TRANSFER,2292.38,C5528972,C3500715,258503.49,256211.11,144112.07,146404.45,0,0
902,CASH_OUT,499.36,C4374754,C3710343,281069.23,280569.87,113566.9,114066.26,0,0
903,TRANSFER,1161.53,C8896868,C8698256,30018.19,28856.66,162763.61,163925.14,0,0
904,TRANSFER,14141.99,C3500715,C2338687,224927.41,210785.42,66931.31,81073.3,0,0
905,TRANSFER,1607.12,C3646552,C5781295,465922.29,464315.17,51542.97,53150.09,0,0
906,PAYMENT,1203.36,C3871230,M525800,433684.29,432480.93,192623.31,193826.67,0,0
907,PAYMENT,72.26,C5437001,M596171,324565.48,324493.22,34907.77,34980.03,0,0
908,CASH_OUT,4878.08,C3219824,C4860684,336596.42,331718.34,97498.75,102376.83,0,0
909,CASH_OUT,3987.69,C7350753,C2651177,306831.89,302844.2,92750.42,96738.11,0,0
910,CASH_IN,82992.83,C5443951,C3138181,403858.57,320865.74,67477.66,150470.49,0,0
911,CASH_OUT,592.55,C2737893,C4078418,424450.39,423857.84,14268.82,14861.37,0,0
912,PAYMENT,1699.86,C8612220,M696750,158439.12,156739.26,58271.27,59971.13,0,0
913,PAYMENT,1805.82,C7117837,M100425,135624.05,133818.23,88979.68,90785.5,0,0
914,DEBIT,25716.98,C7829332,C6262632,293459.89,267742.91,193105.21,218822.19,0,0
915,TRANSFER,906.33,C9548432,C2571945,62519.96,61613.63,46925.44,47831.77,0,0
916,PAYMENT,1916.09,C8290770,M871711,374869.87,372953.78,42114.3,44030.39,0,0
917,TRANSFER,3698.91,C5855124,C2622631,468396.83,464697.92,94637.16,98336.07,0,0
918,PAYMENT,1592.75,C7110622,M100425,261991.4,260398.65,199202.75,200795.5,0,0
919,PAYMENT,449.05,C3710895,M410016,42155.63,41706.58,186317.92,186766.97,0,0
920,TRANSFER,1616.76,C1054447,C3564217,368796.61,367179.85,88632.09,90248.85,0,0
921,PAYMENT,9388.71,C6033115,M451470,85303.99,75915.28,7031.0,16419.71,0,0
922,TRANSFER,140.75,C4860684,C8999183,233596.74,233455.99,174179.65,174320.4,0,0
923,CASH_IN,1430.73,C3222252,C1036161,67557.45,66126.72,189697.23,191127.96,0,0
924,TRANSFER,270.36,C4415796,C9196204,228271.71,228001.35,149782.32,150052.68,0,0
925,DEBIT,11969.22,C4586084,C3195773,319893.25,307924.03,106756.83,118726.05,0,0
926,CASH_IN,52.12,C3641282,C2229110,113564.22,113512.1,17910.8,17962.92,0,0
927,PAYMENT,358.58,C2264748,M810219,77858.77,77500.19,2111.16,2469.74,0,0
928,TRANSFER,2331.87,C5273534,C4684531,171942.46,169610.59,93839.59,96171.46,0,0
929,PAYMENT,25110.67,C2149597,M397571,238533.54,213422.87,1826.52,26937.19,0,0
930,TRANSFER,961.5,C5446912,C9196204,115607.7,114646.2,1443.6,2405.1,0,0
931,TRANSFER,361.26,C5191056,C8351517,218553.18,218191.92,49979.22,50340.48,0,0
932,CASH_OUT,47207.79,C7117837,C2833230,414213.43,367005.64,44118.49,91326.28,0,0
933,PAYMENT,60.58,C2876932,M497562,258305.03,258244.45,159991.81,160052.39,0,0
934,CASH_OUT,13.5,C4348276,C2813543,135932.56,135919.06,129691.41,129704.91,0,0
935,TRANSFER,2643.95,C5017343,C2264748,94000.31,91356.36,13692.79,16336.74,0,0
936,PAYMENT,401.77,C3728882,M636004,227671.51,227269.74,90553.45,90955.22,0,0
937,CASH_OUT,142.24,C2149597,C2525206,160321.86,160179.62,30429.86,30572.1,0,0
938,CASH_IN,4522.01,C2571945,C9279821,486166.3,481644.29,56422.91,60944.92,0,0
939,PAYMENT,1785.76,C1983738,M790855,4102.04,2316.28,18039.4,19825.16,0,0
940,PAYMENT,354.9,C6707197,M415568,210121.51,209766.61,157145.07,157499.97,0,0
941,TRANSFER,84.72,C6944126,C4652414,348467.4,348382.68,6347.42,6432.14,0,0
942,PAYMENT,6278.68,C9580255,M410016,28019.17,21740.49,155130.58,161409.26,0,0
943,PAYMENT,4025.49,C6261415,M233470,96096.15,92070.66,168307.86,172333.35,0,0
944,DEBIT,899.33,C2719583,C3871230,487299.25,486399.92,142936.5,143835.83,0,0
945,TRANSFER,44058.52,C7358113,C3564217,368809.51,324750.99,6702.06,50760.58,0,0
946,TRANSFER,129.0,C7110622,C5855124,260569.56,260440.56,196423.17,196552.17,0,0
947,TRANSFER,51.88,C5476257,C8574680,468107.62,468055.74,31722.29,31774.17,0,0
948,CASH_OUT,274.84,C6799667,C6855396,260463.13,260188.29,50662.55,50937.39,0,0
949,CASH_OUT,1001.07,C8082668,C8935169,443759.79,442758.72,172731.53,173732.6,0,0
950,PAYMENT,1784.12,C7210606,M497562,316454.48,314670.36,64902.7,66686.82,0,0
951,PAYMENT,676.9,C2437026,M563638,59824.8,59147.9,157828.76,158505.66,0,0
952,PAYMENT,2217.44,C1109031,M563638,391737.62,389520.18,95054.14,97271.58,0,0
953,CASH_OUT,89.74,C6944126,C7110622,44739.95,44650.21,31539.69,31629.43,0,0
954,PAYMENT,19683.37,C3710895,M415568,465424.39,445741.02,199394.62,219077.99,0,0
955,CASH_OUT,930.48,C2556017,C8930103,322287.45,321356.97,140265.63,141196.11,0,0
956,DEBIT,10245.48,C5107245,C2344047,116337.32,106091.84,196335.14,206580.62,0,0
957,CASH_OUT,2176.45,C4188992,C4993055,402762.69,400586.24,87743.78,89920.23,0,0
958,PAYMENT,2733.96,C1649691,M974224,179083.75,176349.79,26946.43,29680.39,0,0
959,CASH_IN,3427.32,C9519948,C1397023,218750.0,215322.68,58942.92,62370.24,0,0
960,CASH_OUT,2684.95,C1790481,C1131249,93313.36,90628.41,69532.94,72217.89,0,0
961,CASH_OUT,3965.73,C2321324,C5213115,457237.0,453271.27,110904.06,114869.79,0,0
962,PAYMENT,15651.23,C6279418,M320392,147836.33,132185.1,52669.85,68321.08,0,0
963,TRANSFER,1624.64,C2867825,C6539837,319013.03,317388.39,75808.71,77433.35,0,0
964,PAYMENT,4527.87,C1533224,M324082,428414.64,423886.77,155203.31,159731.18,0,0
965,PAYMENT,916.47,C9546409,M799287,329144.71,328228.24,107791.3,108707.77,0,0
966,TRANSFER,19540.3,C3195773,C3670896,248774.58,229234.28,110293.56,129833.86,0,0
967,CASH_OUT,283.5,C1352896,C8761611,320451.96,320168.46,22092.83,22376.33,0,0
968,TRANSFER,40210.4,C6770619,C3678638,417596.68,377386.28,25954.85,66165.25,0,0
969,DEBIT,1012.0,C7455324,C8606962,242685.14,241673.14,19750.72,20762.72,0,0
970,CASH_OUT,62.71,C6692553,C6933742,244954.82,244892.11,124794.1,124856.81,0,0
971,CASH_OUT,1416.87,C5661907,C2582524,110361.39,108944.52,143569.04,144985.91,0,0
972,PAYMENT,280.87,C9877065,M596171,245702.75,245421.88,177953.47,178234.34,0,0
973,PAYMENT,5891.62,C3138181,M424308,180463.03,174571.41,148695.49,154587.11,0,0
974,CASH_IN,297.3,C2626229,C4240180,29150.01,28852.71,123386.67,123683.97,0,0
975,TRANSFER,449.27,C5382463,C1728977,417228.25,416778.98,15587.07,16036.34,0,0
976,PAYMENT,25.05,C5004485,M442027,50612.56,50587.51,46203.6,46228.65,0,0
977,TRANSFER,443.81,C2839607,C6033115,328438.26,327994.45,114005.53,114449.34,0,0
978,CASH_IN,8.6,C5781295,C8321474,279070.8,279062.2,149221.68,149230.28,0,0
979,CASH_OUT,46.16,C2936571,C5076817,337246.28,337200.12,140510.08,140556.24,0,0
980,TRANSFER,5018.21,C5663623,C5443951,396230.8,391212.59,109993.09,115011.3,0,0
981,TRANSFER,5279.57,C6933742,C4567281,266950.24,261670.67,119983.15,125262.72,0,0
982,CASH_IN,2568.08,C5159166,C6855396,495731.5,493163.42,64930.82,67498.9,0,0
983,TRANSFER,158.55,C1028374,C7194416,215294.04,215135.49,145173.54,145332.09,0,0
984,CASH_OUT,996.83,C6075395,C5449324,106964.07,105967.24,153141.64,154138.47,0,0
985,CASH_IN,1088.76,C1009594,C8935169,480825.89,479737.13,89499.96,90588.72,0,0
986,TRANSFER,108.12,C9996207,C8038374,491478.24,491370.12,119152.57,119260.69,0,0
987,TRANSFER,22176.68,C6229731,C5108603,150166.98,127990.3,44377.34,66554.02,0,0
988,DEBIT,6340.57,C2571945,C8235969,410969.96,404629.39,137943.84,144284.41,0,0
989,PAYMENT,704.91,C5098412,M736130,278161.54,277456.63,185184.49,185889.4,0,0
990,PAYMENT,1157.22,C8536477,M550770,177827.88,176670.66,27681.64,28838.86,0,0
991,TRANSFER,1663.64,C5569244,C7273233,116497.07,114833.43,162214.85,163878.49,0,0
992,PAYMENT,18.48,C8526486,M563246,458940.9,458922.42,146853.19,146871.67,0,0
993,CASH_OUT,668.91,C1954280,C5408072,244138.2,243469.29,179804.82,180473.73,0,0
994,CASH_OUT,280.35,C5855124,C9479356,321127.31,320846.96,7474.32,7754.67,0,0
995,DEBIT,147.93,C2651177,C7350753,390060.95,389913.02,184374.3,184522.23,0,0
996,PAYMENT,625.03,C4586084,M418635,465123.04,464498.01,24108.11,24733.14,0,0
997,CASH_OUT,39949.56,C6262632,C5186414,424739.08,384789.52,185730.63,225680.19,0,0
998,CASH_OUT,3950.85,C1604451,C2651177,27063.97,23113.12,104876.67,108827.52,0,0
999,PAYMENT,349.9,C9874152,M410016,163415.81,163065.91,139553.73,139903.63,0,0
1000,PAYMENT,3446.68,C4009172,M790855,498683.65,495236.97,194208.05,197654.73,0,0
1001,CASH_OUT,18010.51,C5437001,C2375453,45041.48,27030.97,86387.13,104397.64,0,0
1002,CASH_OUT,6969.28,C7730428,C7366205,168084.09,161114.81,95170.93,102140.21,0,0
1003,CASH_OUT,1235.54,C3222252,C8526486,131278.99,130043.45,79705.41,80940.95,0,0
1004,TRANSFER,300.7,C6866294,C8755439,381016.46,380715.76,96184.5,96485.2,0,0
1005,PAYMENT,4431.29,C4191175,M596171,285665.34,281234.05,112233.52,116664.81,0,0
1006,CASH_IN,2409.01,C3195773,C3564217,121157.55,118748.54,53251.42,55660.43,0,0
1007,TRANSFER,6570.77,C2813543,C5437001,44797.32,38226.55,134349.51,140920.28,0,0
1008,TRANSFER,3906.29,C5672073,C1790481,160369.18,156462.89,118775.43,122681.72,0,0
1009,PAYMENT,8947.29,C7264956,M681343,493825.96,484878.67,123244.2,132191.49,0,0
1010,CASH_IN,375.98,C7358113,C1162230,72909.24,72533.26,8975.51,9351.49,0,0
1011,DEBIT,15287.46,C2065818,C2813543,186910.4,171622.94,151546.76,166834.22,0,0
1012,DEBIT,1628.15,C7210606,C1641849,27269.01,25640.86,189788.18,191416.33,0,0
1013,CASH_IN,69600.13,C8973915,C2458591,171635.69,102035.56,160856.15,230456.28,0,0
1014,PAYMENT,276.34,C1959074,M414910,165938.36,165662.02,148002.6,148278.94,0,0
1015,PAYMENT,35310.22,C5449324,M786508,375177.57,339867.35,109760.01,145070.23,0,0
1016,CASH_OUT,1629.16,C4842788,C4348276,349377.62,347748.46,3677.7,5306.86,0,0
1017,CASH_OUT,298.02,C4971793,C6033115,21741.0,21442.98,34063.93,34361.95,0,0
1018,PAYMENT,416.64,C8722606,M324082,135640.73,135224.09,92992.16,93408.8,0,0
1019,CASH_IN,577.84,C6770619,C6692553,330186.41,329608.57,132596.33,133174.17,0,0
1020,CASH_IN,2561.46,C8935169,C7120868,9539.16,6977.7,173482.09,176043.55,0,0
1021,CASH_OUT,3120.26,C5418934,C1908841,254270.17,251149.91,141937.76,145058.02,0,0
1022,CASH_IN,348.14,C9519948,C9196204,265780.32,265432.18,37283.48,37631.62,0,0
1023,TRANSFER,1044.5,C3597059,C8351517,463174.99,462130.49,4297.69,5342.19,0,0
1024,PAYMENT,79581.8,C6304573,M745414,166784.82,87203.02,78679.96,158261.76,0,0
1025,PAYMENT,34720.53,C4993055,M934692,175956.54,141236.01,125046.19,159766.72,0,0
1026,PAYMENT,2624.5,C5130808,M884475,405946.43,403321.93,125158.47,127782.97,0,0
1027,DEBIT,1183.23,C1445199,C7199635,474558.21,473374.98,45116.54,46299.77,0,0
1028,PAYMENT,1394.18,C4214348,M932291,68630.34,67236.16,145977.93,147372.11,0,0
1029,TRANSFER,3740.73,C5163555,C6596150,436350.74,432610.01,137304.66,141045.39,0,0
1030,TRANSFER,141.8,C3253031,C4539704,213232.5,213090.7,62476.55,62618.35,0,0
1031,CASH_OUT,655.4,C5449368,C4576135,65886.07,65230.67,130494.53,131149.93,0,0
1032,CASH_OUT,38.97,C2813543,C7455324,431293.83,431254.86,61799.68,61838.65,0,0
1033,CASH_OUT,2436.81,C3195773,C4684531,215032.15,212595.34,181800.42,184237.23,0,0
1034,CASH_OUT,4001.37,C2724590,C9874152,458556.06,454554.69,63499.24,67500.61,0,0
1035,TRANSFER,417.23,C6891254,C5479144,92067.61,91650.38,167904.5,168321.73,0,0
1036,PAYMENT,25539.3,C1445199,M397571,159343.72,133804.42,194579.21,220118.51,0,0
1037,CASH_IN,94.49,C7693979,C7358113,372804.86,372710.37,164339.7,164434.19,0,0
1038,CASH_OUT,58.63,C1641849,C2321324,75978.53,75919.9,37586.72,37645.35,0,0
1039,PAYMENT,1717.98,C4903402,M397571,492977.8,491259.82,123389.3,125107.28,0,0
1040,CASH_OUT,8903.47,C6596150,C5418934,298180.35,289276.88,46182.48,55085.95,0,0
1041,PAYMENT,31820.16,C7350753,M871711,389913.12,358092.96,26817.33,58637.49,0,0
1042,DEBIT,438.01,C6261415,C6507321,324784.28,324346.27,36795.3,37233.31,0,0
1043,TRANSFER,9484.0,C1841248,C6440561,81893.19,72409.19,45254.61,54738.61,0,0
1044,TRANSFER,1015.34,C2458591,C1971823,475099.02,474083.68,44510.84,45526.18,0,0
1045,CASH_OUT,776.46,C7455324,C4188992,102281.05,101504.59,35415.64,36192.1,0,0
1046,CASH_IN,6420.94,C1983738,C5394880,244971.45,238550.51,64979.13,71400.07,0,0
1047,TRANSFER,4042.61,C3564217,C3790237,202433.38,198390.77,8365.26,12407.87,0,0
1048,CASH_OUT,46.86,C1908841,C6891254,156448.75,156401.89,122300.97,122347.83,0,0
1049,CASH_OUT,21016.87,C9479356,C8688755,262615.27,241598.4,175156.59,196173.46,0,0
1050,CASH_OUT,17329.8,C5456272,C7120868,225804.8,208475.0,165402.02,182731.82,0,0
1051,PAYMENT,313.84,C4337174,M786508,268934.57,268620.73,196766.13,197079.97,0,0
1052,PAYMENT,2420.2,C6692553,M786508,382579.94,380159.74,192518.46,194938.66,0,0
1053,PAYMENT,2945.58,C3762152,M100425,442198.79,439253.21,154735.4,157680.98,0,0
1054,PAYMENT,1847.05,C5443951,M400850,147209.86,145362.81,183806.56,185653.61,0,0
1055,CASH_OUT,364.81,C4842788,C4652414,414946.75,414581.94,90339.62,90704.43,0,0
1056,CASH_OUT,286.22,C7210606,C4679591,389365.57,389079.35,187568.49,187854.71,0,0
1057,CASH_OUT,1041.99,C4684531,C4214348,206779.65,205737.66,90177.17,91219.16,0,0
1058,PAYMENT,11446.71,C4415796,M346277,356317.2,344870.49,40386.4,51833.11,0,0
1059,TRANSFER,3252.57,C3710343,C1352896,345858.71,342606.14,181432.49,184685.06,0,0
1060,DEBIT,522.58,C5682940,C5382463,61772.11,61249.53,22832.99,23355.57,0,0
1061,TRANSFER,5132.75,C7829332,C7067228,261908.65,256775.9,76817.47,81950.22,0,0
1062,DEBIT,3.68,C6307805,C6596150,474876.94,474873.26,75735.73,75739.41,0,0
1063,TRANSFER,10911.05,C4305700,C5137722,456126.39,445215.34,113098.32,124009.37,0,0
1064,CASH_OUT,33.8,C5491946,C8698256,434409.27,434375.47,35773.35,35807.15,0,0
1065,CASH_OUT,531.19,C1848731,C8350099,154759.15,154227.96,153726.08,154257.27,0,0
1066,TRANSFER,116.82,C2876932,C4679591,58776.99,58660.17,26314.21,26431.03,0,0
1067,PAYMENT,82.32,C8175395,M397571,126555.49,126473.17,91728.53,91810.85,0,0
1068,DEBIT,11177.45,C9487336,C5614226,303991.97,292814.52,98693.36,109870.81,0,0
1069,PAYMENT,430.35,C7817881,M923927,226869.24,226438.89,88375.07,88805.42,0,0
1070,CASH_OUT,2192.96,C5108603,C4337174,441083.93,438890.97,55622.59,57815.55,0,0
1071,CASH_OUT,998.4,C9877065,C5661907,92419.99,91421.59,11012.79,12011.19,0,0
1072,PAYMENT,2847.17,C6292423,M197923,16216.05,13368.88,115618.54,118465.71,0,0
1073,CASH_OUT,1278.76,C2191066,C4226067,24515.68,23236.92,83391.38,84670.14,0,0
1074,PAYMENT,84.27,C4009172,M282480,305544.88,305460.61,138302.72,138386.99,0,0
1075,CASH_OUT,8042.81,C8351517,C7700828,483146.63,475103.82,149866.96,157909.77,0,0
1076,TRANSFER,408.5,C4698379,C4823498,384255.99,383847.49,64564.37,64972.87,0,0
1077,CASH_IN,48.76,C6770619,C5273534,213661.92,213613.16,110094.22,110142.98,0,0
1078,PAYMENT,465.81,C5528972,M521947,347309.72,346843.91,54883.71,55349.52,0,0
1079,TRANSFER,22059.96,C3195773,C5218028,347914.75,325854.79,122410.75,144470.71,0,0
1080,PAYMENT,6005.58,C1463060,M636004,264473.31,258467.73,17533.95,23539.53,0,0
1081,CASH_OUT,546.04,C8106422,C1397023,143593.65,143047.61,121768.92,122314.96,0,0
1082,PAYMENT,545.38,C6033115,M563246,497512.17,496966.79,70770.67,71316.05,0,0
1083,PAYMENT,576.36,C6075395,M708158,259852.9,259276.54,126371.52,126947.88,0,0
1084,TRANSFER,69807.45,C4679591,C1059486,116360.82,46553.37,58097.61,127905.06,0,0
1085,PAYMENT,2354.0,C5479144,M414910,232442.82,230088.82,159346.51,161700.51,0,0
1086,CASH_OUT,2591.74,C9877065,C5394880,499493.5,496901.76,82808.23,85399.97,0,0
1087,PAYMENT,8609.03,C3646552,M763686,318751.77,310142.74,2259.45,10868.48,0,0
1088,PAYMENT,1767.95,C9937326,M810219,395097.75,393329.8,61554.51,63322.46,0,0
1089,TRANSFER,653.22,C1352896,C9722815,3065.63,2412.41,137167.16,137820.38,0,0
1090,PAYMENT,740.48,C7705490,M563246,307996.67,307256.19,5823.48,6563.96,0,0
1091,PAYMENT,950.32,C2191066,M451470,168968.43,168018.11,134494.59,135444.91,0,0
1092,CASH_IN,1017.96,C4698379,C7117837,67876.95,66858.99,31077.26,32095.22,0,0
1093,TRANSFER,4699.72,C8688755,C4841005,231235.04,226535.32,162833.32,167533.04,0,0
1094,CASH_IN,1216.69,C6647119,C5456272,149671.87,148455.18,144992.83,146209.52,0,0
1095,PAYMENT,4747.06,C8688755,M414910,104131.24,99384.18,137098.66,141845.72,0,0
1096,DEBIT,933.15,C3219824,C7022674,484806.65,483873.5,56092.01,57025.16,0,0
1097,PAYMENT,1283.4,C7897151,M636004,267136.59,265853.19,33193.9,34477.3,0,0
1098,CASH_OUT,20.16,C9279821,C9479356,58422.32,58402.16,156468.79,156488.95,0,0
1099,PAYMENT,6854.46,C5159166,M277934,15814.11,8959.65,82773.91,89628.37,0,0
1100,TRANSFER,2192.89,C9517485,C6944126,225953.16,223760.27,190145.35,192338.24,0,0
1101,PAYMENT,8070.9,C6229731,M233470,56115.64,48044.74,156988.8,165059.7,0,0
1102,CASH_OUT,3.35,C4823498,C1036161,252997.35,252994.0,159805.06,159808.41,0,0
1103,CASH_IN,71449.73,C4539704,C1790481,170057.95,98608.22,96694.39,168144.12,0,0
1104,DEBIT,829.5,C9683481,C6539837,163668.98,162839.48,153896.28,154725.78,0,0
1105,PAYMENT,10060.43,C6271130,M934692,496360.17,486299.74,41037.42,51097.85,0,0
